date,RET,Mkt-RF,SMB,HML,RMW,CMA,RF
20130130,0.047682,-0.003800,-0.008900,0.001200,-0.001000,-0.000100,0.000000
20130131,-0.026631,-0.000800,0.007200,0.001900,-0.002500,0.001000,0.000000
20130201,-0.001883,0.009900,0.000800,0.002600,-0.002600,-0.000600,0.000000
20130204,-0.018943,-0.011900,-0.001000,-0.001600,-0.000200,0.000200,0.000000
20130205,0.026579,0.010700,-0.000500,0.001800,0.000000,-0.001000,0.000000
20130206,-0.017498,0.001500,0.003000,0.001300,-0.001600,0.000400,0.000000
20130207,-0.007589,-0.001500,-0.000800,0.000200,0.001800,-0.000400,0.000000
20130208,0.006610,0.005800,0.000300,-0.002100,0.001200,-0.004500,0.000000
20130211,-0.018095,-0.000800,-0.000300,0.003900,-0.001800,0.002800,0.000000
20130212,0.005793,0.001600,0.002600,0.007100,-0.005400,0.004500,0.000000
20130213,0.041631,0.001400,0.000800,-0.000100,-0.000100,-0.000400,0.000000
20130214,-0.000854,0.001100,0.003200,0.001200,-0.003000,-0.002100,0.000000
20130215,-0.015414,-0.001100,0.000100,-0.000900,-0.000500,0.001300,0.000000
20130219,0.017579,0.007400,0.002500,0.001800,-0.000800,0.003500,0.000000
20130220,-0.012382,-0.013600,-0.006100,-0.006400,0.002500,0.001100,0.000000
20130221,-0.001764,-0.006600,-0.003100,-0.000600,0.000600,0.002600,0.000000
20130222,-0.001955,0.009400,0.001700,-0.000600,-0.001000,-0.001400,0.000000
20130225,-0.020910,-0.018200,-0.002600,-0.007200,0.005900,-0.003900,0.000000
20130226,-0.001963,0.005800,-0.001900,0.000200,0.000000,0.002200,0.000000
20130227,0.014999,0.012900,-0.003200,0.001600,-0.002000,0.000300,0.000000
20130228,0.003875,-0.000500,0.001100,-0.001600,0.000400,0.000000,0.000000
20130301,0.005562,0.002200,0.001100,-0.003300,-0.001100,0.000000,0.000000
20130304,0.027734,0.004700,-0.004000,0.001000,-0.003900,0.004400,0.000000
20130305,0.009081,0.010000,0.001900,-0.001700,0.000400,0.000000,0.000000
20130306,-0.006531,0.001800,0.001400,0.004800,-0.002700,0.001300,0.000000
20130307,0.000329,0.002700,0.002200,0.004200,-0.001700,-0.000200,0.000000
20130308,0.001132,0.005200,0.003900,-0.001600,0.000000,0.000300,0.000000
20130311,-0.010759,0.003000,-0.002900,0.002300,0.000100,0.000300,0.000000
20130312,0.010655,-0.002200,0.000400,-0.001300,0.002700,0.000800,0.000000
20130313,0.003538,0.002000,0.002200,0.000600,0.000800,0.002600,0.000000
20130314,-0.034024,0.005800,0.004100,0.003900,-0.000200,-0.000100,0.000000
20130315,-0.014751,-0.001900,0.001200,0.004200,0.001800,0.000100,0.000000
20130318,-0.015010,-0.005000,0.000900,-0.002300,0.003400,-0.000300,0.000000
20130319,-0.005739,-0.002400,-0.000500,0.000400,0.001300,0.003700,0.000000
20130320,0.003385,0.007600,0.002200,0.000100,-0.002600,0.002100,0.000000
20130321,-0.015112,-0.008500,0.001300,-0.002800,0.000000,0.000700,0.000000
20130322,0.017207,0.006200,-0.005200,-0.003000,0.001100,-0.001500,0.000000
20130325,-0.006712,-0.002900,0.003000,0.000200,0.000700,-0.000300,0.000000
20130326,0.016757,0.007600,-0.003900,-0.002200,0.000500,-0.000400,0.000000
20130327,0.019169,-0.000200,0.001100,-0.003000,0.001000,-0.001000,0.000000
20130328,0.004485,0.003900,-0.003000,-0.003000,-0.001600,0.000900,0.000000
20130401,-0.018312,-0.005700,-0.009100,0.000200,0.001400,0.002600,0.000000
20130402,0.006544,0.003300,-0.009000,-0.003300,-0.000600,0.000300,0.000000
20130403,-0.016299,-0.011600,-0.004200,-0.002000,0.005300,-0.001200,0.000000
20130404,0.000193,0.004200,0.002500,0.002500,-0.000800,0.002700,0.000000
20130405,-0.013895,-0.004100,0.000900,0.003500,-0.001300,0.002400,0.000000
20130408,0.013582,0.007000,0.001100,0.002900,-0.003400,0.001200,0.000000
20130409,0.008457,0.003100,-0.004100,0.002000,-0.000200,-0.003900,0.000000
20130410,0.013900,0.012800,0.006200,-0.001000,-0.000300,-0.000700,0.000000
20130411,0.019187,0.003500,-0.001700,-0.001400,0.001100,0.004800,0.000000
20130412,0.011191,-0.002800,-0.001800,-0.004600,-0.000300,0.000700,0.000000
20130415,-0.018873,-0.024800,-0.014900,-0.002800,0.000000,-0.000500,0.000000
20130416,0.017257,0.014700,0.001500,0.000700,-0.003100,-0.000600,0.000000
20130417,-0.018139,-0.014600,-0.003500,-0.005500,0.001400,0.002800,0.000000
20130418,-0.029843,-0.007100,0.001800,0.000200,0.004100,0.001000,0.000000
20130419,0.003469,0.009700,0.000300,0.001300,-0.004100,0.001900,0.000000
20130422,0.012408,0.004500,-0.001900,-0.001400,0.002500,-0.002900,0.000000
20130423,0.020300,0.011100,0.005300,0.006300,-0.004800,0.002500,0.000000
20130424,-0.000446,0.000600,0.005100,0.012100,0.000000,-0.002400,0.000000
20130425,0.022025,0.004900,0.002300,0.000100,-0.000700,-0.000800,0.000000
20130426,-0.072406,-0.002000,-0.003500,-0.002200,0.001000,0.000900,0.000000
20130429,-0.019897,0.006700,0.001000,-0.000700,0.002200,-0.003200,0.000000
20130430,0.016297,0.002900,0.003600,-0.000500,0.001900,-0.002900,0.000000
20130501,-0.021985,-0.010800,-0.014600,-0.002700,-0.000800,-0.001000,0.000000
20130502,0.017403,0.010400,0.005500,0.001300,-0.004200,-0.002500,0.000000
20130503,0.021778,0.011200,0.006000,0.001600,-0.001500,-0.002700,0.000000
20130506,-0.009029,0.002300,0.002900,0.008400,-0.004800,0.000600,0.000000
20130507,0.007860,0.005400,0.001900,0.001300,0.002200,0.002900,0.000000
20130508,0.003686,0.004400,-0.001800,0.001300,-0.000300,-0.001500,0.000000
20130509,0.005721,-0.003100,0.000700,-0.003000,0.000500,-0.001700,0.000000
20130510,0.013338,0.005400,0.004100,-0.001900,-0.003000,-0.000200,0.000000
20130513,0.003338,-0.000200,-0.002600,-0.000400,-0.004000,0.000700,0.000000
20130514,0.014442,0.011000,0.001700,0.003100,-0.002200,0.001600,0.000000
20130515,-0.006596,0.005100,-0.001100,0.002800,-0.000500,0.003100,0.000000
20130516,-0.009154,-0.005000,0.001600,-0.002800,0.001200,-0.003500,0.000000
20130517,0.021884,0.010400,0.000800,0.003900,0.000800,-0.001600,0.000000
20130520,-0.008410,-0.000600,0.004300,0.005000,0.002500,-0.002100,0.000000
20130521,0.004596,0.001600,-0.000800,-0.000800,0.001800,0.002100,0.000000
20130522,-0.021944,-0.009200,-0.007300,-0.001700,0.002100,0.003400,0.000000
20130523,-0.004411,-0.001900,0.004900,-0.000800,0.000300,0.000800,0.000000
20130524,-0.000229,-0.000600,0.001500,0.000600,-0.000400,0.000000,0.000000
20130528,0.021204,0.007700,0.006800,0.002100,-0.001200,-0.001800,0.000000
20130529,-0.006585,-0.007000,-0.002500,0.005800,-0.002400,-0.002900,0.000000
20130530,0.004896,0.005000,0.003700,0.004900,-0.004500,0.000000,0.000000
20130531,0.008882,-0.013100,0.004800,-0.002500,0.001800,-0.001300,0.000000
20130603,-0.008618,0.004800,0.001600,-0.001000,0.002400,-0.000600,0.000000
20130604,-0.004421,-0.005500,-0.002600,-0.001700,0.003500,-0.000300,0.000000
20130605,0.005533,-0.013800,0.000300,-0.002600,0.001100,-0.001600,0.000000
20130606,0.002470,0.008900,0.001800,0.002600,-0.005100,0.003500,0.000000
20130607,0.033753,0.013000,-0.004400,0.000700,-0.002500,-0.000700,0.000000
20130610,0.015170,0.000700,0.006600,0.002200,-0.002100,-0.001100,0.000000
20130611,-0.022379,-0.010400,-0.000300,-0.005800,0.003900,0.000100,0.000000
20130612,-0.011318,-0.008200,0.000400,0.000200,0.001400,0.001500,0.000000
20130613,0.015165,0.014700,0.001400,0.003100,-0.001700,0.002700,0.000000
20130614,-0.006527,-0.005900,-0.002800,-0.005400,0.001900,-0.000300,0.000000
20130617,0.014855,0.007400,-0.000900,0.000200,-0.002300,-0.003800,0.000000
20130618,0.013307,0.008000,0.003700,-0.000500,0.000000,0.000300,0.000000
20130619,-0.012777,-0.012800,0.002100,0.001100,-0.000100,-0.002900,0.000000
20130620,-0.016969,-0.024500,0.000200,0.003400,0.000800,-0.001200,0.000000
20130621,-0.000293,0.001300,0.001900,-0.000900,-0.002000,0.001100,0.000000
20130624,-0.010060,-0.011900,0.000100,-0.006600,0.002300,-0.001400,0.000000
20130625,0.005462,0.009600,0.000700,0.008700,-0.002900,0.003000,0.000000
20130626,0.020148,0.009200,-0.007200,-0.001300,0.000200,0.001900,0.000000
20130627,-0.000072,0.007700,0.008600,0.003600,-0.004300,0.002300,0.000000
20130628,0.000504,-0.003300,0.003000,-0.001400,0.001900,-0.003200,0.000000
20130701,0.015881,0.007100,0.007300,-0.001400,-0.003300,0.000000,0.000000
20130702,0.005778,-0.001000,0.000300,0.000900,0.000900,-0.000900,0.000000
20130703,0.001057,0.001100,0.001700,-0.002100,0.001700,-0.000600,0.000000
20130705,0.006513,0.011100,0.004200,0.004500,-0.003200,0.001400,0.000000
20130708,0.016475,0.005300,-0.001400,0.000500,0.001500,0.001100,0.000000
20130709,0.003235,0.007400,0.000500,0.002600,-0.000100,0.000300,0.000000
20130710,0.002744,0.000600,0.002900,-0.004100,-0.000800,-0.001000,0.000000
20130711,0.025074,0.013200,-0.001800,-0.006200,-0.001500,-0.001600,0.000000
20130712,0.026330,0.003300,-0.000300,0.002000,-0.006700,0.000500,0.000000
20130715,-0.003186,0.002000,0.005500,0.003400,-0.000200,0.000800,0.000000
20130716,0.000979,-0.004100,0.000300,0.000900,0.001300,0.002700,0.000000
20130717,0.005931,0.003000,-0.000400,0.001800,-0.004400,0.000400,0.000000
20130718,-0.014837,0.005400,0.001400,0.009600,-0.001900,0.002100,0.000000
20130719,0.003683,0.000900,-0.001000,0.002800,-0.003300,0.004800,0.000000
20130722,-0.005733,0.002200,0.001100,0.002900,-0.001300,0.000800,0.000000
20130723,-0.007974,-0.001500,0.001000,0.002800,-0.000200,0.002900,0.000000
20130724,-0.007042,-0.003900,-0.002900,-0.002600,0.006500,-0.000800,0.000000
20130725,0.014919,0.004200,0.004800,-0.003500,-0.004800,-0.002700,0.000000
20130726,0.028378,0.000200,-0.006500,-0.002100,0.001600,-0.001900,0.000000
20130729,-0.018942,-0.003700,-0.003300,-0.002800,0.003100,-0.001600,0.000000
20130730,-0.012055,0.001200,0.001600,-0.005100,0.001300,-0.000800,0.000000
20130731,-0.003935,0.000900,0.002000,0.000900,-0.000100,-0.000500,0.000000
20130801,0.014441,0.014000,0.000800,0.000500,-0.002000,-0.001700,0.000000
20130802,-0.004451,0.002000,-0.002400,-0.003300,-0.000100,-0.000600,0.000000
20130805,-0.010585,-0.000700,0.004900,-0.001700,-0.000500,-0.000800,0.000000
20130806,-0.000797,-0.006800,-0.003500,-0.001000,0.003500,-0.000500,0.000000
20130807,-0.012768,-0.004200,-0.003500,0.000200,0.002900,0.000600,0.000000
20130808,-0.003941,0.004700,-0.000100,-0.000100,-0.000400,0.001500,0.000000
20130809,0.005140,-0.002900,0.001300,-0.002000,0.001400,-0.001800,0.000000
20130812,-0.001918,-0.000200,0.005600,-0.002200,0.001600,-0.000800,0.000000
20130813,-0.009168,0.002000,-0.002800,-0.000500,0.000700,-0.001100,0.000000
20130814,-0.008947,-0.005000,0.001400,0.002800,-0.000500,0.000200,0.000000
20130815,-0.016716,-0.014700,-0.003700,0.002900,-0.000500,0.000300,0.000000
20130816,-0.005760,-0.002600,0.000500,0.000900,-0.001400,-0.001300,0.000000
20130819,0.002633,-0.006200,-0.002600,-0.007500,0.006100,-0.003300,0.000000
20130820,0.005323,0.005300,0.008600,0.001300,-0.003300,0.000900,0.000000
20130821,-0.008778,-0.005900,-0.000700,-0.004600,-0.000800,-0.003100,0.000000
20130822,0.018133,0.009300,0.005000,0.000500,-0.003300,-0.001900,0.000000
20130823,0.000966,0.003800,-0.002700,-0.001400,0.000900,-0.002500,0.000000
20130826,-0.013103,-0.002900,0.004700,-0.005000,-0.001200,-0.002500,0.000000
20130827,-0.018448,-0.017500,-0.007400,-0.003200,0.006700,0.000400,0.000000
20130828,0.002314,0.003000,0.001100,0.000800,-0.000200,-0.000900,0.000000
20130829,0.008523,0.003400,0.007300,-0.004100,-0.004000,-0.002500,0.000000
20130830,-0.010564,-0.004700,-0.011400,-0.002100,0.000200,-0.001000,0.000000
20130903,0.027831,0.004600,0.000600,0.001000,-0.004800,-0.002300,0.000000
20130904,0.016759,0.008300,-0.000100,-0.001500,-0.001200,0.000900,0.000000
20130905,0.001567,0.001900,0.002000,0.003700,-0.002000,-0.000800,0.000000
20130906,0.005984,0.000100,0.000000,0.000000,-0.001900,-0.000900,0.000000
20130909,0.013013,0.010900,0.004200,-0.002200,-0.002000,-0.001400,0.000000
20130910,0.002169,0.008000,0.000600,0.002100,-0.001600,0.000400,0.000000
20130911,-0.002397,0.002800,-0.002300,0.000100,0.002200,0.001500,0.000000
20130912,-0.002603,-0.003200,-0.002800,-0.003400,0.001400,-0.001500,0.000000
20130913,-0.003145,0.002900,0.002700,-0.000100,0.001600,0.002400,0.000000
20130916,-0.006243,0.004900,-0.003900,0.004000,-0.000200,0.003900,0.000000
20130917,0.027393,0.005400,0.004200,-0.001300,-0.003400,-0.002200,0.000000
20130918,0.025854,0.011000,-0.002400,-0.004500,-0.000200,-0.001800,0.000000
20130919,0.000083,-0.001300,0.000900,-0.006000,0.000900,-0.002900,0.000000
20130920,0.013715,-0.006300,0.005100,0.001800,-0.000700,-0.001700,0.000000
20130923,-0.015332,-0.004500,0.004200,-0.003700,0.006200,-0.002300,0.000000
20130924,0.008475,-0.001200,0.004900,0.000100,-0.001300,0.000000,0.000000
20130925,-0.004711,-0.002300,0.001100,0.005800,-0.004100,0.000300,0.000000
20130926,0.017496,0.004200,0.001500,-0.007300,0.001500,-0.003200,0.000000
20130927,-0.006633,-0.003900,-0.000100,-0.000600,0.000700,-0.001200,0.000000
20130930,-0.010664,-0.004900,0.005100,0.000600,0.001600,0.000400,0.000000
20131001,0.026580,0.009000,0.003700,-0.001300,-0.001400,-0.002200,0.000000
20131002,-0.001371,-0.001000,-0.003300,-0.000800,-0.001000,-0.000800,0.000000
20131003,-0.017940,-0.008800,-0.001700,0.002000,0.000500,0.002300,0.000000
20131004,0.013598,0.007400,0.000000,0.001000,-0.002600,-0.001400,0.000000
20131007,-0.028241,-0.009500,-0.002900,0.000000,0.001000,0.001900,0.000000
20131008,-0.021933,-0.013500,-0.004000,0.007600,0.006300,0.005500,0.000000
20131009,-0.016489,-0.000500,-0.003500,0.006200,0.004500,0.003400,0.000000
20131010,0.023284,0.022300,0.001900,-0.000200,-0.003400,-0.002800,0.000000
20131011,0.018727,0.007100,0.007600,0.000000,0.001200,-0.001000,0.000000
20131014,-0.000608,0.004400,0.002100,-0.001100,0.000700,-0.001500,0.000000
20131015,-0.013840,-0.007300,-0.001800,0.000100,0.003000,-0.001400,0.000000
20131016,0.013349,0.013700,-0.003000,0.001400,-0.005400,-0.001000,0.000000
20131017,0.000902,0.007000,0.001200,0.000400,-0.001700,0.000700,0.000000
20131018,0.058439,0.007300,0.002700,-0.000500,-0.000800,-0.004900,0.000000
20131021,-0.007573,-0.000200,-0.001300,0.000500,0.002900,0.000200,0.000000
20131022,0.018686,0.005000,-0.002800,0.000900,0.002400,0.003500,0.000000
20131023,-0.017393,-0.005100,0.001500,-0.003300,0.005500,0.002100,0.000000
20131024,0.016691,0.004200,0.003400,-0.003000,-0.000300,-0.001600,0.000000
20131025,0.093856,0.003300,-0.003300,0.001400,0.001600,0.000400,0.000000
20131028,-0.014392,0.000900,-0.000700,0.000200,0.003600,0.001700,0.000000
20131029,0.012676,0.005400,-0.001400,-0.001100,0.000800,0.002900,0.000000
20131030,-0.004467,-0.006100,-0.007500,0.004900,0.004800,0.000500,0.000000
20131031,0.008170,-0.003400,-0.001100,-0.004300,0.003400,0.001500,0.000000
20131101,-0.013812,0.002000,-0.006500,0.002200,0.001700,0.002900,0.000000
20131104,-0.000730,0.004700,0.007500,-0.000300,0.000700,-0.000400,0.000000
20131105,0.000424,-0.002300,-0.000100,-0.002500,0.002400,-0.001100,0.000000
20131106,-0.007557,0.002700,-0.008100,0.003800,0.002700,0.001800,0.000000
20131107,-0.035432,-0.014600,-0.003300,0.001900,0.001300,0.003200,0.000000
20131108,0.019647,0.014500,0.005900,0.004100,-0.005100,-0.000700,0.000000
20131111,0.011613,0.001200,0.000500,-0.001300,0.000000,-0.000300,0.000000
20131112,-0.013680,-0.001900,0.003300,-0.007000,0.005400,0.001300,0.000000
20131113,0.019140,0.009000,0.000600,-0.001200,-0.003900,-0.002100,0.000000
20131114,0.031374,0.004300,-0.005700,0.003100,-0.000800,0.000300,0.000000
20131115,0.004829,0.004300,0.000600,-0.002700,0.000300,-0.000500,0.000000
20131118,-0.008099,-0.005000,-0.003800,0.004500,0.004300,0.002900,0.000000
20131119,-0.003386,-0.002700,-0.002900,0.002600,0.000500,0.000000,0.000000
20131120,-0.006494,-0.003300,0.002600,0.000300,0.000200,-0.000300,0.000000
20131121,0.017514,0.009700,0.008100,-0.000600,-0.004400,-0.003000,0.000000
20131122,0.009189,0.005000,-0.000900,0.001100,-0.001000,-0.000400,0.000000
20131125,0.011630,-0.001100,0.001600,0.001400,0.000000,0.002500,0.000000
20131126,0.012558,0.001800,0.008000,-0.004800,-0.003400,-0.003900,0.000000
20131127,0.014002,0.003000,0.003300,-0.000600,0.000700,0.000100,0.000000
20131129,0.017869,-0.000200,0.002600,-0.001700,-0.000100,-0.001800,0.000000
20131202,-0.003354,-0.003100,-0.009300,0.001600,-0.000300,0.000100,0.000000
20131203,-0.019475,-0.003400,-0.001300,-0.000900,0.001600,-0.000300,0.000000
20131204,0.003380,-0.000700,-0.002100,0.002600,-0.003700,-0.001400,0.000000
20131205,-0.003809,-0.003500,0.006000,-0.006300,0.000400,-0.004400,0.000000
20131206,0.006398,0.010200,-0.002800,0.002000,-0.000200,0.004600,0.000000
20131209,-0.005324,0.001700,-0.004100,0.000000,-0.000400,0.000400,0.000000
20131210,0.007509,-0.003400,-0.005300,0.002000,-0.000300,-0.000500,0.000000
20131211,-0.014415,-0.011600,-0.003500,0.000500,0.005500,0.001100,0.000000
20131212,-0.002460,-0.002300,0.003800,0.002500,-0.003000,-0.000600,0.000000
20131213,0.007843,0.001000,0.002200,-0.000100,-0.003000,0.001900,0.000000
20131216,0.012310,0.006700,0.005700,-0.001400,0.001500,-0.000400,0.000000
20131217,-0.003394,-0.002600,0.001400,-0.001600,-0.001600,-0.001400,0.000000
20131218,0.021437,0.015500,-0.004200,0.000400,-0.000300,0.003100,0.000000
20131219,-0.001945,-0.001000,-0.005000,0.001600,-0.000700,0.001000,0.000000
20131220,0.017738,0.006900,0.012500,-0.003000,-0.002300,-0.004200,0.000000
20131223,0.001790,0.006200,0.004800,-0.000500,-0.002100,-0.001500,0.000000
20131224,-0.009233,0.003400,0.001100,0.001100,-0.000400,0.001600,0.000000
20131226,0.013001,0.004400,-0.003400,-0.003100,0.002000,0.000700,0.000000
20131227,-0.015604,-0.000500,-0.000300,0.002300,0.000800,0.002400,0.000000
20131230,-0.011832,0.000000,0.000300,-0.003000,0.001300,0.000800,0.000000
20131231,0.013778,0.004400,-0.001600,0.000400,-0.000400,-0.002100,0.000000
20140102,-0.002056,-0.008800,-0.002400,0.001100,-0.003200,0.001100,0.000000
20140103,-0.003845,0.000300,0.004100,0.000400,-0.003200,0.001400,0.000000
20140106,-0.007088,-0.003400,-0.005500,0.002600,-0.003500,0.000600,0.000000
20140107,0.011178,0.006800,0.003300,-0.004100,-0.000700,-0.002900,0.000000
20140108,0.009773,0.000400,0.000100,-0.001200,-0.005200,-0.000400,0.000000
20140109,-0.002264,0.000200,0.001600,-0.003800,-0.005200,-0.004100,0.000000
20140110,-0.008354,0.002700,0.004400,-0.007700,-0.003100,-0.003100,0.000000
20140113,-0.016798,-0.013200,-0.001000,0.001000,-0.001100,0.004700,0.000000
20140114,0.016778,0.011500,0.001300,-0.003800,-0.000600,-0.003600,0.000000
20140115,-0.004201,0.005300,0.002200,0.002000,-0.003900,-0.000100,0.000000
20140116,-0.000177,-0.000700,0.002400,-0.006800,-0.000200,-0.002700,0.000000
20140117,0.009626,-0.003900,0.000200,0.000400,-0.002000,0.000200,0.000000
20140121,0.018618,0.003000,0.004300,-0.000100,-0.002200,-0.003500,0.000000
20140122,-0.006166,0.001500,0.002800,0.002100,-0.002000,-0.001700,0.000000
20140123,-0.011544,-0.008600,0.000900,-0.005000,0.001800,-0.000800,0.000000
20140124,-0.030685,-0.021900,-0.003900,0.002200,0.002600,0.000600,0.000000
20140127,-0.003406,-0.006500,-0.008100,0.004600,0.004000,0.004000,0.000000
20140128,0.021099,0.007300,0.001800,-0.000200,-0.008200,0.001600,0.000000
20140129,-0.025936,-0.010700,-0.003500,0.002500,0.001400,0.001500,0.000000
20140130,0.048959,0.012200,0.002200,-0.004200,-0.009200,-0.005400,0.000000
20140131,-0.109972,-0.006600,-0.001000,-0.003900,0.001900,-0.001900,0.000000
20140203,-0.034961,-0.024800,-0.008700,0.003200,0.002000,0.000300,0.000000
20140204,0.005200,0.007700,-0.000700,-0.001000,-0.001300,0.002200,0.000000
20140205,-0.004311,-0.002300,-0.005700,0.002000,0.001600,0.002200,0.000000
20140206,0.023495,0.012100,-0.004300,0.002300,0.000800,-0.000700,0.000000
20140207,0.018303,0.013300,-0.002300,-0.006700,-0.004700,-0.005100,0.000000
20140210,-0.000582,0.001600,0.000700,-0.004400,-0.002500,-0.001800,0.000000
20140211,0.002549,0.010900,-0.001800,0.002400,-0.000200,0.001000,0.000000
20140212,-0.034661,0.001100,0.002400,-0.000800,0.001400,0.000100,0.000000
20140213,0.022763,0.007200,0.006700,-0.000900,-0.002100,-0.003400,0.000000
20140214,0.000420,0.004200,-0.003200,0.003800,0.003500,0.003800,0.000000
20140218,-0.010354,0.002700,0.009500,-0.002400,-0.003400,-0.002700,0.000000
20140219,-0.017729,-0.007400,-0.003100,-0.003900,0.003400,0.000400,0.000000
20140220,0.006966,0.007000,0.005100,-0.001400,-0.000600,-0.001700,0.000000
20140221,-0.008691,-0.000900,0.003600,-0.000400,0.000200,-0.000600,0.000000
20140224,0.014477,0.006500,0.002100,0.002600,-0.001600,-0.000100,0.000000
20140225,0.018591,-0.001000,0.000500,-0.006100,-0.000500,0.000800,0.000000
20140226,0.004130,0.001200,0.006500,-0.000900,-0.000200,0.000300,0.000000
20140227,0.000917,0.005400,0.001100,0.000100,-0.002700,-0.000200,0.000000
20140228,0.005470,0.001500,-0.006600,0.008300,0.004500,0.000900,0.000000
20140303,-0.006407,-0.007000,0.000800,0.001500,0.000200,0.001200,0.000000
20140304,0.011451,0.016700,0.010800,-0.001200,-0.004300,-0.001400,0.000000
20140305,0.023276,0.000100,-0.002200,0.002800,-0.005700,-0.001500,0.000000
20140306,-0.000564,0.001600,-0.002400,0.007500,0.003200,0.003500,0.000000
20140307,-0.000269,0.000400,-0.000100,0.005200,0.001600,0.003200,0.000000
20140310,-0.004112,-0.000900,-0.000800,0.000600,0.000500,-0.001300,0.000000
20140311,-0.004615,-0.006200,-0.005500,-0.001900,0.005000,-0.000500,0.000000
20140312,0.004935,0.001300,0.002900,-0.001700,-0.000800,-0.004200,0.000000
20140313,0.002347,-0.012100,-0.000700,0.002700,0.001500,0.000400,0.000000
20140314,0.006002,-0.001600,0.006800,-0.000500,0.001700,0.000700,0.000000
20140317,0.003478,0.009000,-0.003500,-0.000100,0.001400,0.000300,0.000000
20140318,0.009946,0.008200,0.006900,-0.004200,-0.003200,-0.002700,0.000000
20140319,-0.014626,-0.005900,-0.001300,0.006000,-0.003600,0.000300,0.000000
20140320,-0.011414,0.005200,-0.003600,0.009900,-0.001200,0.003200,0.000000
20140321,-0.022631,-0.003700,-0.001700,0.008800,0.004800,0.004600,0.000000
20140324,-0.024319,-0.006400,-0.007900,0.009700,0.006100,0.003600,0.000000
20140325,0.008128,0.003000,-0.003300,0.001400,0.002700,0.001400,0.000000
20140326,-0.031857,-0.008900,-0.011200,0.003000,0.007000,0.004600,0.000000
20140327,-0.014385,-0.001900,-0.001300,-0.002400,0.000500,0.000200,0.000000
20140328,-0.000532,0.004100,-0.003600,0.005200,0.005800,0.003100,0.000000
20140331,-0.005690,0.009700,0.009800,-0.001600,-0.002000,0.000200,0.000000
20140401,0.019696,0.008700,0.006500,-0.004100,-0.001300,-0.002700,0.000000
20140402,-0.003003,0.002900,0.000400,0.001200,0.000900,0.000400,0.000000
20140403,-0.024389,-0.003100,-0.007800,0.007900,0.005300,0.004000,0.000000
20140404,-0.031833,-0.014700,-0.010300,0.007400,0.006300,0.004800,0.000000
20140407,-0.016223,-0.012600,-0.003500,-0.000200,0.002300,0.000600,0.000000
20140408,0.029299,0.005000,0.002800,-0.002200,-0.000100,-0.001200,0.000000
20140409,0.014477,0.012000,0.002400,-0.009300,-0.004300,-0.005300,0.000000
20140410,-0.044288,-0.022400,-0.006200,0.008600,0.008200,0.007600,0.000000
20140411,-0.016966,-0.010700,-0.004000,0.002900,0.004400,0.000400,0.000000
20140414,0.013409,0.007000,-0.004700,0.002100,0.003400,-0.001700,0.000000
20140415,0.000538,0.005900,-0.003600,0.001700,-0.000800,-0.001500,0.000000
20140416,0.024045,0.011300,-0.000100,-0.004400,-0.000500,-0.001000,0.000000
20140417,0.003800,0.002300,0.003100,0.002400,-0.001800,0.001700,0.000000
20140421,0.018344,0.003600,0.001700,-0.004300,0.000500,-0.000700,0.000000
20140422,-0.004685,0.005800,0.006900,-0.003700,-0.007000,-0.000800,0.000000
20140423,-0.014393,-0.003100,-0.005400,0.008900,0.002200,0.002400,0.000000
20140424,0.038727,0.000800,-0.004200,-0.001700,0.002200,-0.002000,0.000000
20140425,-0.098828,-0.010500,-0.008700,0.006200,0.008100,0.006600,0.000000
20140428,-0.023862,0.001100,-0.006600,-0.005400,0.011500,0.000200,0.000000
20140429,0.012813,0.005600,-0.002500,-0.002200,-0.005600,-0.001900,0.000000
20140430,0.012484,0.003500,0.002200,-0.000400,0.000900,0.000500,0.000000
20140501,0.012363,0.000400,-0.001600,-0.001800,-0.004800,-0.002000,0.000000
20140502,0.000390,-0.000700,0.002700,0.003300,0.003500,0.001600,0.000000
20140505,0.006623,0.001300,-0.003800,-0.005200,0.001300,-0.002700,0.000000
20140506,-0.040864,-0.010300,-0.004900,0.001600,0.008400,0.001300,0.000000
20140507,-0.015704,0.004500,-0.007500,0.011800,0.000200,0.005600,0.000000
20140508,-0.014998,-0.002600,-0.009700,0.003400,0.001200,0.002600,0.000000
20140509,0.013596,0.002500,0.006300,-0.003900,-0.001000,-0.000700,0.000000
20140512,0.036340,0.012000,0.013600,-0.003000,-0.004600,-0.003200,0.000000
20140513,0.005877,-0.000500,-0.010400,0.001800,-0.000300,0.000000,0.000000
20140514,-0.023044,-0.006000,-0.011200,-0.004300,0.001600,-0.002200,0.000000
20140515,-0.008165,-0.009000,0.003300,-0.002700,0.002000,-0.000600,0.000000
20140516,0.008503,0.003600,0.002200,-0.004000,0.002300,-0.001600,0.000000
20140519,-0.003174,0.005000,0.006400,0.000000,-0.003100,-0.000700,0.000000
20140520,0.014945,-0.007800,-0.007800,0.002300,0.001400,-0.001100,0.000000
20140521,0.012683,0.008100,-0.002700,0.000500,0.000100,-0.001500,0.000000
20140522,-0.000328,0.003600,0.006100,-0.002700,-0.005400,-0.002100,0.000000
20140523,0.024040,0.004900,0.005900,-0.002400,-0.000900,-0.000400,0.000000
20140527,-0.004548,0.006900,0.006700,-0.001900,-0.005300,-0.003000,0.000000
