date,RET,Mkt-RF,SMB,HML,RMW,CMA,RF
20080806,-0.012893,0.005000,0.003300,-0.011400,0.001500,-0.008400,0.000060
20080807,-0.014599,-0.017300,0.003300,-0.017300,0.009900,0.000800,0.000060
20080808,0.046264,0.022800,0.007800,0.013700,0.002500,0.009200,0.000060
20080811,0.094150,0.008300,0.015400,0.012000,-0.002500,0.003200,0.000060
20080812,-0.009536,-0.010500,0.005000,-0.019300,0.006100,0.000600,0.000060
20080813,-0.006418,-0.001500,0.004100,-0.020300,0.003600,-0.006100,0.000060
20080814,0.015457,0.006300,0.002800,0.013000,-0.005700,-0.000200,0.000060
20080815,-0.018516,0.003800,-0.002800,0.010700,-0.002300,0.004600,0.000060
20080818,-0.038079,-0.014500,0.000800,-0.008900,0.005300,0.001600,0.000060
20080819,-0.021899,-0.010000,-0.007400,-0.012400,0.006100,-0.003300,0.000060
20080820,0.010333,0.005400,-0.005100,-0.000700,0.003500,-0.006700,0.000060
20080821,0.013759,0.001200,-0.009300,-0.004600,0.003200,0.000200,0.000060
20080822,0.024021,0.011400,0.005900,0.010300,-0.001800,0.004500,0.000060
20080825,-0.028267,-0.019200,-0.002600,-0.005200,0.001000,-0.000200,0.000060
20080826,-0.013156,0.003300,-0.000900,0.001400,0.002900,-0.002300,0.000060
20080827,-0.000367,0.008800,0.003500,0.002900,-0.000200,-0.001200,0.000060
20080828,0.020678,0.015100,0.004200,0.018000,-0.009300,0.001900,0.000060
20080829,-0.031287,-0.012500,0.003000,0.006300,-0.002200,0.001600,0.000060
20080902,0.007425,-0.004400,0.006300,0.020300,-0.000200,0.008700,0.000070
20080903,-0.007862,-0.002300,0.008100,0.016600,-0.001000,0.004200,0.000070
20080904,-0.033923,-0.029000,0.000400,-0.004700,0.006400,0.003400,0.000070
20080905,0.014866,0.004200,-0.005500,0.015800,-0.006700,0.000500,0.000070
20080908,0.024877,0.017600,-0.000500,0.022000,0.001800,0.009600,0.000070
20080909,-0.026121,-0.034100,0.004000,-0.006900,0.007400,0.010600,0.000070
20080910,-0.029099,0.007000,0.003300,-0.007900,0.006600,-0.003800,0.000070
20080911,0.036096,0.012200,-0.009000,0.001800,0.007800,-0.000300,0.000070
20080912,-0.015218,0.002900,-0.001600,-0.002100,0.006600,-0.001400,0.000070
20080915,-0.012261,-0.044500,0.008800,-0.022400,0.010600,0.012200,0.000070
20080916,0.017973,0.016500,0.007900,0.019600,-0.002700,-0.009700,0.000070
20080917,-0.091325,-0.046000,0.002400,-0.021300,0.008500,0.001400,0.000070
20080918,0.069332,0.044100,0.019100,0.048300,-0.025900,-0.003100,0.000070
20080919,0.058824,0.042700,-0.011100,0.036000,-0.026100,-0.015700,0.000070
20080922,-0.074938,-0.039400,-0.001400,-0.033700,0.015500,-0.000700,0.000070
20080923,-0.042306,-0.015500,0.000300,0.001500,-0.000900,0.002900,0.000070
20080924,-0.025084,-0.003200,-0.012800,-0.007600,0.001300,0.002000,0.000070
20080925,0.030303,0.017000,-0.010100,0.006500,0.003200,0.000500,0.000070
20080926,-0.019145,0.001100,-0.005600,0.009500,0.004800,-0.002400,0.000070
20080929,-0.103960,-0.082600,0.026000,-0.036700,0.013100,0.009900,0.000070
20080930,0.148540,0.048800,-0.028100,0.028500,-0.003200,-0.010700,0.000070
20081001,-0.043705,-0.004700,-0.005800,0.027800,-0.012300,0.001400,0.000040
20081002,-0.031906,-0.042000,-0.005600,0.006300,0.000900,0.010200,0.000040
20081003,-0.005344,-0.014700,-0.012500,-0.012400,0.003700,0.009200,0.000040
20081006,-0.026418,-0.039500,0.000000,0.004500,0.004400,0.006200,0.000040
20081007,-0.102867,-0.057600,0.003700,-0.034000,0.011200,0.005500,0.000040
20081008,0.042720,-0.012700,-0.005900,-0.022000,0.008900,-0.004200,0.000040
20081009,-0.082268,-0.073600,-0.006500,-0.025400,0.000500,0.000200,0.000040
20081010,0.004464,-0.009500,0.044900,0.030100,-0.008000,-0.008200,0.000040
20081013,0.102578,0.113500,-0.028800,-0.023600,0.003900,-0.005800,0.000040
20081014,-0.099323,-0.008600,-0.020600,0.044300,-0.015500,0.002400,0.000040
20081015,-0.127820,-0.087800,0.001200,0.008200,-0.002100,0.004900,0.000040
20081016,0.032225,0.043200,0.018900,-0.016400,0.012700,-0.003800,0.000040
20081017,0.007158,-0.004100,-0.011100,-0.007700,-0.007000,0.001200,0.000040
20081020,0.045805,0.045500,-0.012300,-0.008700,0.003700,0.002900,0.000040
20081021,-0.051727,-0.029500,0.002000,0.005700,0.003300,-0.000800,0.000040
20081022,-0.004778,-0.057600,0.007500,0.001300,-0.006200,0.000400,0.000040
20081023,0.006601,0.002900,-0.032700,-0.008600,0.019400,0.009500,0.000040
20081024,-0.027027,-0.032800,-0.002000,-0.003500,0.004300,0.004000,0.000040
20081027,0.012663,-0.033600,-0.008200,0.003500,0.012100,0.006600,0.000040
20081028,0.130294,0.097700,-0.034100,0.002700,0.010700,-0.001800,0.000040
20081029,0.015168,-0.004700,0.024800,-0.013900,-0.001600,-0.009200,0.000040
20081030,-0.003164,0.029900,0.018100,-0.006400,-0.001500,-0.010500,0.000040
20081031,0.009346,0.018800,0.027000,0.019600,-0.003900,-0.003800,0.000040
20081103,-0.025681,-0.000500,0.002300,0.005900,-0.007900,0.004600,0.000010
20081104,0.048055,0.035700,-0.025600,0.002000,-0.005600,-0.007600,0.000010
20081105,-0.110693,-0.050500,-0.000600,-0.014600,0.005200,0.001400,0.000010
20081106,-0.091574,-0.048300,0.014900,-0.004100,0.004600,0.012300,0.000010
20081107,0.042143,0.026200,-0.012100,-0.007800,0.005900,-0.001300,0.000010
20081110,-0.015241,-0.013200,-0.009900,-0.020400,0.010400,0.001800,0.000010
20081111,-0.044573,-0.022500,0.001000,0.000200,0.003500,0.004400,0.000010
20081112,-0.102376,-0.051400,-0.006500,-0.010700,0.011100,0.000700,0.000010
20081113,0.081088,0.067900,0.007600,-0.001100,0.006200,0.004500,0.000010
20081114,-0.070777,-0.042700,-0.022700,0.000300,-0.000400,-0.000100,0.000010
20081117,-0.049341,-0.024300,0.015000,-0.016200,0.009700,0.001700,0.000010
20081118,-0.031494,0.007000,-0.014800,-0.006900,0.008900,0.004200,0.000010
20081119,-0.067638,-0.062900,-0.006900,-0.030900,0.014300,0.002300,0.000010
20081120,-0.022600,-0.066000,0.010100,-0.024900,0.012000,0.012300,0.000010
20081121,0.081073,0.061100,-0.015600,-0.020400,0.010900,0.010800,0.000010
20081124,0.122260,0.062700,-0.000500,0.046500,-0.008800,-0.017200,0.000010
20081125,-0.007294,0.009400,0.004800,0.022700,-0.008600,-0.000800,0.000010
20081126,0.041953,0.038800,0.018300,0.002400,-0.006500,-0.006000,0.000010
20081128,-0.028662,0.010600,-0.002300,0.019100,-0.012300,0.000700,0.000010
20081201,-0.052225,-0.089500,-0.015300,-0.035200,0.011700,0.005900,0.000000
20081202,0.017791,0.039700,0.011000,0.025400,-0.010000,0.004800,0.000000
20081203,0.097597,0.026300,-0.000400,0.014700,0.000100,-0.000100,0.000000
20081204,0.046671,-0.029000,0.002100,0.012500,-0.001200,0.005800,0.000000
20081205,0.019865,0.037500,0.004500,0.017700,-0.009800,-0.004700,0.000000
20081208,0.065271,0.038000,-0.000500,0.001500,-0.000300,-0.013500,0.000000
20081209,-0.003112,-0.022300,-0.008500,-0.012200,-0.004600,-0.005000,0.000000
20081210,-0.030244,0.012000,0.009800,-0.009800,0.007900,-0.003900,0.000000
20081211,-0.029175,-0.029300,-0.016900,-0.022000,0.004200,0.001100,0.000000
20081212,0.062176,0.009600,0.023500,0.006000,-0.006000,0.000300,0.000000
20081215,-0.046829,-0.015400,-0.015800,-0.012600,0.007200,-0.000300,0.000000
20081216,0.077380,0.051500,0.003800,0.024100,-0.009500,-0.001100,0.000000
20081217,0.010450,-0.006200,0.016200,-0.005100,0.001300,-0.003100,0.000000
20081218,-0.020684,-0.018300,0.007700,-0.003400,-0.000700,-0.001300,0.000000
20081219,-0.009985,0.003500,0.007400,-0.000300,0.002000,-0.001800,0.000000
20081222,-0.033359,-0.018700,-0.002400,-0.007500,0.002000,0.006200,0.000000
20081223,0.024880,-0.008900,-0.003300,-0.009000,0.002400,-0.003100,0.000000
20081224,0.007048,0.005100,-0.001300,0.005900,0.001900,-0.000600,0.000000
20081226,0.006610,0.006300,0.006100,0.000700,0.000100,0.002000,0.000000
20081229,-0.045964,-0.005600,-0.014700,-0.000300,0.005000,-0.001100,0.000000
20081230,0.027530,0.024700,0.008300,0.009800,0.000700,0.000500,0.000000
20081231,0.010244,0.017000,0.016600,0.007700,-0.007400,-0.001100,0.000000
20090102,0.060062,0.031100,-0.014000,-0.003600,-0.003600,-0.001600,0.000000
20090105,-0.005519,-0.002800,0.003200,-0.011200,-0.004300,-0.005600,0.000000
20090106,0.061043,0.008700,0.011100,0.008700,-0.006600,-0.001200,0.000000
20090107,-0.020223,-0.029600,-0.000200,-0.011100,0.003100,0.001200,0.000000
20090108,0.017082,0.004700,0.006500,0.004100,-0.004400,0.006600,0.000000
20090109,-0.028866,-0.022100,-0.016100,-0.011100,0.005100,0.001200,0.000000
20090112,-0.064673,-0.022800,-0.001100,-0.018100,0.005400,0.004800,0.000000
20090113,-0.009052,0.002800,0.004000,0.002100,-0.005200,-0.003500,0.000000
20090114,-0.057532,-0.033800,-0.007200,-0.012400,0.004600,0.002700,0.000000
20090115,0.060837,0.003900,0.017300,-0.022500,0.005200,0.004600,0.000000
20090116,0.002916,0.007400,0.001200,-0.010200,0.002700,0.004100,0.000000
20090120,-0.061058,-0.053400,-0.008800,-0.039000,0.008500,0.012700,0.000000
20090121,0.043353,0.042100,-0.002100,0.025300,-0.005400,-0.013400,0.000000
20090122,-0.011872,-0.016200,-0.012100,-0.016100,0.005000,-0.007900,0.000000
20090123,0.013817,0.004400,-0.003000,0.009000,-0.004600,-0.005500,0.000000
20090126,-0.019751,0.005400,0.007500,-0.006000,0.004500,-0.002500,0.000000
20090127,-0.023977,0.010800,-0.001900,0.003200,-0.006400,-0.001300,0.000000
20090128,0.039637,0.033200,0.000600,0.026300,-0.005400,-0.007300,0.000000
20090129,-0.007149,-0.032300,-0.006600,-0.022900,0.002000,0.000000,0.000000
20090130,0.176400,-0.021600,0.001000,-0.011900,0.000500,-0.003300,0.000000
20090202,0.039612,0.000600,0.011700,-0.005100,-0.001100,0.002600,0.000010
20090203,0.039902,0.014600,-0.006300,-0.023500,0.008200,0.004900,0.000010
20090204,-0.039786,-0.006000,-0.003200,-0.004300,-0.002800,-0.006200,0.000010
20090205,0.034720,0.016100,0.000100,-0.002400,0.000200,-0.002100,0.000010
20090206,0.053340,0.027900,0.004700,0.021900,-0.001900,-0.002800,0.000010
20090209,0.002404,0.000300,-0.007200,0.002000,0.000900,-0.004100,0.000010
20090210,-0.050967,-0.046200,0.003900,-0.027800,0.005200,-0.001100,0.000010
20090211,0.016490,0.007500,-0.004300,0.012500,-0.006000,-0.000400,0.000010
20090212,-0.006122,0.003000,0.002000,-0.005900,0.001700,-0.005000,0.000010
20090213,-0.010944,-0.008500,0.006300,-0.014400,-0.002500,-0.002300,0.000010
20090217,-0.025134,-0.043600,0.004500,-0.023000,0.005200,0.004800,0.000010
20090218,0.011026,-0.003300,-0.010600,-0.007100,0.005500,-0.002800,0.000010
20090219,-0.006415,-0.011500,-0.003400,-0.019900,0.007700,-0.002700,0.000010
20090220,0.030831,-0.011600,-0.002400,-0.009900,0.005400,0.003100,0.000010
20090223,-0.033667,-0.034300,-0.002400,0.008700,-0.000700,0.005600,0.000010
20090224,0.063037,0.040000,-0.003200,0.029300,-0.012700,-0.003100,0.000010
20090225,-0.028811,-0.011500,-0.013600,0.001800,0.000900,-0.000600,0.000010
20090226,-0.021504,-0.015300,-0.001500,0.012800,0.000400,-0.002500,0.000010
20090227,0.039301,-0.020100,0.012700,-0.021200,0.002900,0.003600,0.000010
20090302,-0.043217,-0.047500,-0.004800,-0.002800,0.003200,0.009300,0.000010
20090303,-0.004678,-0.007100,-0.010900,-0.024200,-0.001300,-0.008400,0.000010
20090304,0.050405,0.024200,0.001700,-0.009800,-0.005800,-0.001100,0.000010
20090305,-0.000617,-0.042100,-0.011400,-0.029900,0.005900,0.000700,0.000010
20090306,-0.047553,0.002000,0.002000,-0.006600,-0.001300,-0.001100,0.000010
20090309,-0.019452,-0.010900,-0.008600,0.003300,0.000600,-0.006200,0.000010
20090310,0.086295,0.063500,-0.000100,0.041500,-0.020300,-0.000900,0.000010
20090311,0.043068,0.003000,-0.003700,0.005700,0.000000,-0.005400,0.000010
20090312,0.015174,0.041600,0.018600,0.026000,-0.006500,0.000100,0.000010
20090313,-0.013653,0.007300,0.001800,0.005500,-0.001500,0.000500,0.000010
20090316,-0.024042,-0.005500,-0.008400,0.004200,0.007700,-0.001100,0.000010
20090317,0.065243,0.032000,0.009800,0.014100,-0.004000,0.000400,0.000010
20090318,-0.001402,0.021800,0.010000,0.039600,-0.009500,0.003000,0.000010
20090319,-0.016140,-0.010300,0.004000,-0.025300,0.006000,-0.005000,0.000010
20090320,-0.001997,-0.019500,-0.007300,-0.007900,0.003600,0.001700,0.000010
20090323,0.080332,0.068900,0.004100,0.040300,-0.008700,-0.001700,0.000010
20090324,-0.036650,-0.019300,-0.015300,-0.015300,0.003200,-0.002500,0.000010
20090325,-0.005631,0.009400,0.013400,0.013000,-0.003200,-0.002900,0.000010
20090326,0.017818,0.026800,0.018600,-0.000100,-0.002300,0.001600,0.000010
20090327,-0.043018,-0.020600,-0.013300,0.002800,-0.004000,0.004700,0.000010
20090330,0.013046,-0.034700,0.009600,-0.038300,0.013800,-0.001000,0.000010
20090331,0.027996,0.012900,-0.000800,0.015200,-0.001800,-0.003700,0.000010
20090401,0.000817,0.016500,-0.002000,0.014700,-0.000200,0.005100,0.000010
20090402,0.038639,0.030700,0.019700,0.004900,-0.001300,-0.002600,0.000010
20090403,0.023972,0.010200,0.000800,0.008600,-0.001500,-0.006200,0.000010
20090406,-0.002303,-0.009200,-0.008100,-0.004800,0.002400,0.001200,0.000010
20090407,-0.031799,-0.024200,-0.008000,-0.001900,0.003600,0.004300,0.000010
20090408,0.019468,0.012800,0.010300,0.000900,-0.000300,0.001700,0.000010
20090409,0.036243,0.039100,0.015300,0.043300,-0.002300,-0.006500,0.000010
20090413,-0.010405,0.002600,-0.004700,0.022700,-0.009300,-0.002700,0.000010
20090414,-0.021789,-0.020200,-0.006000,-0.028400,0.002900,-0.000300,0.000010
20090415,-0.032505,0.011200,0.003300,0.023200,-0.003400,0.004100,0.000010
20090416,0.033998,0.016900,0.012400,0.001300,-0.000500,0.004700,0.000010
20090417,0.010356,0.005500,0.009900,0.002600,0.004700,0.001200,0.000010
20090420,-0.006150,-0.043200,-0.008700,-0.042200,0.005400,0.003500,0.000010
20090421,0.015083,0.021900,0.014400,0.030800,-0.002700,-0.003600,0.000010
20090422,0.005842,-0.006100,0.013300,-0.011000,0.007000,-0.001600,0.000010
20090423,0.017803,0.006600,-0.016100,0.002400,0.006200,-0.003600,0.000010
20090424,0.047761,0.017700,0.008400,0.001700,-0.002000,0.003700,0.000010
20090427,-0.015865,-0.009500,-0.006700,-0.017100,-0.000700,-0.001200,0.000010
20090428,-0.008662,-0.002000,0.009300,0.000700,0.002500,-0.001400,0.000010
20090429,-0.031675,0.024100,0.010800,0.011800,-0.009800,-0.000700,0.000010
20090430,0.009149,-0.000400,-0.005100,-0.006400,0.000100,0.001000,0.000010
20090501,-0.019374,0.004500,-0.005900,-0.002500,0.000800,-0.000100,0.000000
20090504,0.010258,0.033600,0.002800,0.029300,-0.004100,-0.004400,0.000000
20090505,0.026702,-0.002700,0.000000,-0.001500,-0.003700,-0.003600,0.000000
20090506,0.001099,0.014500,-0.014000,0.026300,0.001000,-0.002500,0.000000
20090507,-0.033053,-0.014200,-0.007700,-0.008000,0.007800,-0.001300,0.000000
20090508,-0.016776,0.024800,0.008200,0.027600,-0.004400,-0.004000,0.000000
20090511,0.008467,-0.020100,0.005800,-0.024500,-0.001200,0.000700,0.000000
20090512,-0.008650,-0.003100,-0.012000,-0.016300,0.004000,0.005200,0.000000
20090513,-0.047992,-0.029100,-0.018500,-0.014700,0.003400,0.005100,0.000000
20090514,0.012401,0.011100,0.007100,0.009600,-0.003600,-0.003600,0.000000
20090515,-0.020104,-0.010200,0.003500,-0.011300,0.001200,-0.000900,0.000000
20090518,0.031929,0.031300,0.007700,0.019300,-0.002100,-0.003200,0.000000
20090519,0.025280,-0.000400,-0.000400,-0.012100,-0.000800,0.000800,0.000000
20090520,0.001284,-0.004800,-0.002600,-0.011000,0.000000,-0.000800,0.000000
20090521,-0.025779,-0.016800,-0.000400,0.003500,-0.003000,-0.002300,0.000000
20090522,-0.004213,-0.001500,-0.005200,-0.005700,-0.003200,0.003600,0.000000
20090526,0.036356,0.027800,0.017200,0.006200,0.001500,0.000000,0.000000
20090527,-0.016456,-0.018000,0.000300,-0.012900,-0.001800,-0.004000,0.000000
20090528,0.007134,0.013500,-0.011900,0.004500,-0.001000,-0.003400,0.000000
20090529,0.004379,0.013800,0.005000,-0.002100,-0.000500,-0.002000,0.000000
20090601,0.064880,0.027200,0.013700,-0.007200,0.005400,-0.002000,0.000000
20090602,0.022637,0.002900,0.007800,-0.001900,-0.001000,-0.000400,0.000000
20090603,0.008831,-0.013900,0.006300,-0.008400,0.002700,0.003400,0.000000
20090604,-0.001867,0.011800,0.004600,0.010800,-0.006100,-0.005600,0.000000
20090605,0.023854,-0.001900,0.000200,-0.005500,0.001800,-0.002000,0.000000
20090608,-0.013705,-0.002000,-0.007800,0.006000,-0.000800,0.000800,0.000000
20090609,0.008337,0.004900,0.002400,-0.002800,-0.005900,-0.003400,0.000000
20090610,-0.005627,-0.003500,-0.003600,-0.004700,0.001800,-0.000200,0.000000
20090611,-0.010394,0.006300,-0.001700,0.002600,-0.006500,-0.000400,0.000000
20090612,-0.018789,0.000300,-0.001200,0.000100,0.000900,0.002600,0.000000
20090615,-0.010704,-0.023800,-0.004300,-0.003300,0.001200,0.002200,0.000000
20090616,-0.012383,-0.013300,-0.002000,-0.002600,-0.001700,0.001300,0.000000
20090617,0.006086,-0.000800,0.007200,-0.009800,0.002100,0.002700,0.000000
20090618,-0.012765,0.007400,-0.004100,0.004100,0.003300,-0.001900,0.000000
20090619,0.016729,0.003500,0.003900,0.001000,-0.002700,-0.002800,0.000000
20090622,-0.045926,-0.030800,-0.006600,-0.007100,0.002200,0.007500,0.000000
20090623,-0.018572,0.000800,-0.010000,0.001400,-0.002300,-0.000400,0.000000
20090624,0.020469,0.007800,0.002400,-0.001800,-0.003500,-0.001100,0.000000
20090625,0.036962,0.021900,0.008200,0.000400,0.003800,-0.000100,0.000000
20090626,0.020438,0.000400,0.015600,0.001300,-0.006000,-0.004300,0.000000
20090629,-0.010134,0.008200,-0.010000,0.003500,0.000300,0.004300,0.000000
20090630,0.007588,-0.007400,0.002800,-0.001900,0.001000,-0.001900,0.000000
20090701,-0.024624,0.005400,0.013900,0.001900,0.004500,0.005600,0.000010
20090702,-0.027941,-0.028900,-0.007800,-0.010300,0.000600,-0.002600,0.000010
20090706,-0.015381,-0.000300,-0.010200,-0.009800,-0.001500,-0.001000,0.000010
20090707,-0.031626,-0.019300,0.000300,-0.001500,-0.002300,-0.000800,0.000010
20090708,0.022875,-0.002000,-0.006900,-0.011100,0.010600,-0.006200,0.000010
20090709,0.009566,0.003500,-0.003800,0.012500,-0.003800,0.001000,0.000010
20090710,-0.006018,-0.003500,0.008500,-0.005000,0.003400,0.000500,0.000010
20090713,0.049465,0.024300,-0.003700,0.018100,-0.011200,-0.000800,0.000010
20090714,0.005892,0.005900,0.003600,0.006300,0.003500,0.004400,0.000010
20090715,0.031727,0.029800,0.006700,0.014100,-0.002900,0.004800,0.000010
20090716,0.018451,0.009400,0.004000,-0.001100,0.005700,-0.000500,0.000010
20090717,-0.003019,-0.000500,-0.003300,-0.000400,0.004600,0.003400,0.000010
20090720,0.027723,0.011900,0.004100,0.003700,0.003900,0.007200,0.000010
20090721,0.008841,0.003100,-0.006400,-0.008100,0.005500,-0.001300,0.000010
20090722,-0.002472,0.000800,0.006400,0.003400,-0.003400,0.002600,0.000010
20090723,0.057214,0.023700,0.007100,0.010900,-0.002700,0.004600,0.000010
20090724,-0.078619,0.003800,0.003000,0.001500,-0.003300,0.003700,0.000010
20090727,-0.026015,0.003000,0.001900,0.009800,-0.007600,0.004600,0.000010
20090728,0.008784,-0.002000,0.002800,-0.003400,-0.004900,-0.000600,0.000010
20090729,-0.007531,-0.004600,-0.001800,-0.008200,-0.000300,0.000800,0.000010
20090730,0.020749,0.012400,0.005000,0.014500,-0.001900,-0.001500,0.000010
20090731,-0.003833,0.000500,-0.000400,0.012700,-0.003200,0.001600,0.000010
20090803,0.019590,0.016300,0.002800,0.016800,0.000700,0.000500,0.000010
20090804,-0.018756,0.003200,0.005200,0.008300,-0.006000,0.005600,0.000010
20090805,-0.017599,-0.003000,-0.008700,0.017000,-0.014200,0.001300,0.000010
20090806,0.002135,-0.006200,-0.009400,0.000500,0.001300,0.003000,0.000010
20090807,0.010063,0.014400,0.011000,0.011800,-0.001900,0.001900,0.000010
20090810,-0.010314,-0.003200,0.005700,0.002700,0.001100,-0.000200,0.000010
20090811,-0.010422,-0.012500,-0.002700,-0.011400,0.008800,0.001400,0.000010
20090812,0.028722,0.012100,0.005100,0.005500,-0.004700,0.001600,0.000010
20090813,-0.015821,0.007300,-0.001600,0.011100,-0.007300,-0.000700,0.000010
20090814,-0.012057,-0.009700,-0.011800,-0.002800,-0.000700,-0.001400,0.000010
20090817,-0.030151,-0.024600,-0.003000,-0.016900,0.005500,-0.001000,0.000010
20090818,0.013077,0.011100,0.005700,0.013000,-0.003100,0.002700,0.000010
20090819,0.010716,0.007200,0.003400,-0.003900,0.002300,0.002500,0.000010
20090820,0.013132,0.010000,0.000600,0.008400,-0.001200,0.000800,0.000010
20090821,0.010822,0.018300,0.004200,0.006800,-0.002600,-0.000100,0.000010
20090824,-0.005882,-0.000900,0.000700,-0.002800,0.004700,0.000800,0.000010
20090825,-0.003669,0.002700,0.002400,0.006500,-0.003800,0.006400,0.000010
20090826,-0.002257,-0.000100,0.001100,0.001100,-0.002500,0.002500,0.000010
20090827,0.003690,0.002100,-0.001000,0.005300,-0.000200,0.002200,0.000010
20090828,-0.018384,-0.001900,-0.003700,0.005400,-0.003300,0.003100,0.000010
20090831,-0.018971,-0.008600,-0.005400,-0.006300,-0.002500,-0.001800,0.000010
20090901,-0.025003,-0.021500,-0.001500,-0.020300,0.010500,-0.004600,0.000000
20090902,-0.012885,-0.002800,0.000100,-0.007000,0.002600,0.001800,0.000000
20090903,0.004095,0.009300,0.002100,0.010900,-0.004300,0.001400,0.000000
20090904,0.005226,0.013100,0.002700,0.002700,0.001300,0.001900,0.000000
20090908,0.025739,0.008800,0.001800,0.000900,0.002300,-0.000100,0.000000
20090909,0.016564,0.009000,0.009200,0.006700,-0.001400,0.001700,0.000000
20090910,0.019577,0.010800,0.005800,0.009300,-0.002800,0.001800,0.000000
20090911,0.008229,-0.001000,0.000600,-0.000900,0.003600,0.000700,0.000000
20090914,-0.008044,0.006500,0.002400,0.006400,-0.002800,0.003400,0.000000
20090915,-0.003697,0.004400,0.006100,0.006000,-0.001100,-0.000200,0.000000
20090916,0.085577,0.015500,0.005300,0.013000,-0.005400,-0.001600,0.000000
20090917,-0.002867,-0.003000,-0.000500,-0.003400,0.000700,-0.001500,0.000000
20090918,-0.001769,0.002300,0.001300,-0.002000,0.001900,0.001200,0.000000
20090921,0.003101,-0.002700,-0.001600,-0.006700,-0.000300,0.000500,0.000000
20090922,0.035225,0.006600,0.000900,0.015000,-0.003800,0.001300,0.000000
20090923,-0.014613,-0.010000,0.000100,-0.008800,0.001500,-0.001500,0.000000
20090924,-0.002923,-0.010700,-0.008200,-0.013400,0.004900,-0.003500,0.000000
20090925,-0.017262,-0.006400,0.001100,-0.005100,0.002300,0.000100,0.000000
20090928,0.018670,0.017900,0.005200,0.010400,-0.003700,0.003000,0.000000
20090929,-0.005314,-0.001200,0.000000,0.003600,0.003700,0.000100,0.000000
20090930,0.017880,-0.004000,-0.006100,-0.006200,0.003400,-0.001900,0.000000
20091001,-0.024850,-0.026300,-0.007500,-0.013700,0.007100,-0.002500,0.000000
20091002,-0.013071,-0.004900,-0.003100,-0.001400,-0.001500,0.000100,0.000000
20091005,-0.013133,0.015400,0.003700,0.018300,-0.003400,0.003700,0.000000
20091006,0.025262,0.014200,0.005100,0.002400,0.001400,-0.001500,0.000000
20091007,0.033660,0.002800,-0.002900,0.005600,-0.003100,-0.001200,0.000000
20091008,0.013302,0.008200,0.003400,0.003400,0.009100,-0.000100,0.000000
20091009,0.005146,0.005900,0.005600,-0.002200,-0.000600,0.000700,0.000000
20091012,-0.022046,0.003600,-0.004700,0.003300,0.000900,0.002300,0.000000
20091013,0.013141,-0.002200,0.000500,-0.001800,-0.000200,-0.000100,0.000000
20091014,0.027734,0.017300,0.001700,0.011200,-0.005500,0.002600,0.000000
20091015,-0.014878,0.003500,-0.002800,-0.004500,0.008200,-0.002600,0.000000
20091016,-0.007187,-0.008200,-0.001700,-0.012700,0.008000,-0.003900,0.000000
20091019,-0.006714,0.009200,0.000400,0.000200,0.004600,0.000800,0.000000
20091020,0.003169,-0.006900,-0.007100,-0.004800,0.003600,-0.004100,0.000000
20091021,-0.016425,-0.009000,-0.001800,-0.005400,0.007000,-0.000800,0.000000
20091022,0.000321,0.010500,0.000900,0.006500,-0.004700,0.003400,0.000000
20091023,0.267951,-0.012300,-0.009000,-0.010200,0.004300,-0.010200,0.000000
20091026,0.051902,-0.012000,-0.001700,-0.013500,0.008000,-0.000600,0.000000
20091027,-0.020619,-0.005100,-0.006900,-0.006000,0.001100,0.000700,0.000000
20091028,-0.003523,-0.021600,-0.017200,-0.014000,0.000100,-0.003300,0.000000
20091029,0.007703,0.022000,0.000500,0.016400,-0.006100,0.002600,0.000000
20091030,-0.030732,-0.028000,-0.003400,-0.018700,0.005500,-0.002800,0.000000
20091102,0.000252,0.005400,-0.007500,-0.003300,0.004100,-0.000700,0.000000
20091103,-0.003955,0.004500,0.011500,0.007500,-0.001900,0.002400,0.000000
20091104,-0.010729,0.000300,-0.011800,-0.004900,0.002800,-0.002200,0.000000
20091105,0.029974,0.020700,0.012200,0.006300,0.000400,0.003600,0.000000
20091106,0.046348,0.002400,-0.003200,-0.004500,-0.001000,0.000000,0.000000
20091109,0.003724,0.021700,-0.002700,0.013500,-0.000500,0.002900,0.000000
20091110,0.027473,-0.000500,-0.007800,-0.000800,0.006600,0.000100,0.000000
20091111,-0.001844,0.005200,0.003000,0.003100,-0.005800,0.002800,0.000000
20091112,0.004772,-0.011200,-0.010100,-0.007600,0.001300,-0.000900,0.000000
20091113,0.018693,0.006100,0.003200,-0.000400,0.002300,0.000600,0.000000
20091116,-0.010378,0.015400,0.012800,0.002000,0.002400,0.003700,0.000000
20091117,-0.002584,0.001400,-0.002500,-0.000400,-0.000900,-0.001800,0.000000
20091118,0.000305,-0.001300,-0.004200,0.004400,-0.003500,0.000600,0.000000
20091119,-0.017518,-0.013900,-0.008900,-0.005900,0.000200,-0.001000,0.000000
20091120,0.005194,-0.003300,0.001200,-0.004700,0.000900,-0.001700,0.000000
20091123,0.025760,0.013000,0.004000,-0.000900,0.000600,-0.002800,0.000000
20091124,-0.000451,-0.000900,-0.002200,-0.004300,0.001400,0.000200,0.000000
20091125,0.008199,0.004700,-0.004200,0.001200,0.002300,-0.000400,0.000000
20091127,-0.017086,-0.017400,-0.006500,-0.007700,0.003200,-0.001200,0.000000
20091130,0.031653,0.002800,-0.002800,0.007400,-0.007600,-0.002600,0.000000
